w tutej dobje rozłama jednota duchowneje a swětneje mocy .	w tutón doba rozłamać jednota duchowny a swětny moc .	ADP DET;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PST;SG;V FEM;N;NOM;SG ADJ;FEM;GEN;SG CONJ ADJ;FEM;GEN;SG FEM;GEN;N;SG _
7 . wužiwar je winowaty z wobstatkami biblioteki swědomiće a wobchadźeć a njesmě je změnjeć ( to rěka so tež pasć našmórnjenjow ) , womazać abo wobškodźić .	7 . wužiwar być winowaty z wobstatk biblioteka swědomiće a wobchadźeć a směć wón změnjeć ( to rěkać so tež pasć našmórnjenje ) , womazać abo wobškodźić .	NUM _ ANIM;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG ADP INAN;INS;MASC;N;PL FEM;GEN;N;SG ADV CONJ NFIN;V CONJ 3;FIN;IND;NEG;PRS;SG;V 3;ACC;PL;PRO NFIN;V _ NEUT;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADV NFIN;V GEN;N;NEUT;PL _ _ NFIN;V CONJ NFIN;V _
jeho symjenišćo so přeco w płódniku zawěra .	jeho symjenišćo so přeco w płódnik zawěrać .	3;DET;PSSS N;NEUT;NOM;SG ACC;PRO;REFL ADV ADP ESS;INAN;MASC;N;SG 3;FIN;IND;PRS;SG;V _
runje tak ma wikipedija móžnosć , na wikisłownik wotkazować .	runje tak měć wikipedija móžnosć , na wikisłownik wotkazować .	ADV ADV 3;FIN;IND;PRS;SG;V FEM;NOM;PROPN;SG ACC;FEM;N;SG _ ADP ACC;INAN;MASC;N;SG NFIN;V _
mócnarstwo akkada žane dołhe wobstaće njeměješe .	mócnarstwo akkad žadyn dołhi wobstaće měć .	N;NEUT;NOM;SG GEN;INAN;MASC;PROPN;SG ACC;DET;NEUT;SG ACC;ADJ;NEUT;SG ACC;N;NEUT;SG 3;FIN;IND;NEG;PST;SG;V _
statna stolica je bengaluru ( tež bangalore ) , jedyn indiskich centrow informaciskeje technologije .	statny stolica być bengaluru ( tež bangalore ) , jedyn indiski center informaciski technologija .	ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V NEUT;NOM;PROPN;SG _ ADV NEUT;NOM;PROPN;SG _ _ INAN;MASC;NOM;NUM;SG ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL ADJ;FEM;GEN;SG FEM;GEN;N;SG _
wón wobsahuje karotin .	wón wobsahować karotin .	3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ACC;INAN;MASC;N;SG _
njeje jedyn šleski alfabet .	być jedyn šleski alfabet .	3;FIN;IND;NEG;PRS;SG;V INAN;MASC;NOM;NUM;SG ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _
tež móžno postajeć maksimalnu wysokosć .	tež móžno postajeć maksimalny wysokosć .	ADV ADV NFIN;V ACC;ADJ;FEM;SG ACC;FEM;N;SG _
historikarjo měnja , zo tute město najprjedy bě pod knjejstwom herrschaft akkada , mjeztym zo prěni assyričenjo běchu nomadźa .	historikar měnić , zo tutón město bórze być pod knjejstwo herrschaft akkad , mjeztym zo prěni assyričen być nomad .	ANIM;MASC;N;NOM;PL 3;FIN;IND;PL;PRS;V _ CONJ DET;NEUT;NOM;SG N;NEUT;NOM;SG ADV;RL 3;FIN;IND;PST;SG;V ADP INS;N;NEUT;SG _ GEN;INAN;MASC;PROPN;SG _ ADV CONJ ADJ;ANIM;MASC;NOM;PL ANIM;MASC;NOM;PL;PROPN 3;FIN;IND;PL;PST;V ANIM;MASC;N;NOM;PL _
ur , uruk a larsa nad eufratom běchu potrjechene , ale tež girsu a lagaš buštej rozpušćenej , w 30 . lěto knjejstwa samsuiluny potom tež isin a nippur .	ur , uruk a larsa nad eufrat być potrjecheny , ale tež girsu a lagaš być rozpušćeny , w 30 . lěto knjejstwo samsuiluna potom tež isin a nippur .	INAN;MASC;NOM;PROPN;SG _ INAN;MASC;NOM;PROPN;SG CONJ FEM;NOM;PROPN;SG ADP INAN;INS;MASC;PROPN;SG 3;FIN;IND;PL;PST;V ADJ;MASC;NOM;PASS;PL;PST;V.PTCP _ CONJ ADV NEUT;NOM;PROPN;SG CONJ INAN;MASC;NOM;PROPN;SG 3;DU;FIN;IND;PASS;PST;V ADJ;DU;MASC;NOM;PASS;PST;V.PTCP _ ADP NUM _ ACC;N;NEUT;SG GEN;N;NEUT;SG ANIM;GEN;MASC;PROPN;SG ADV ADV INAN;MASC;NOM;PROPN;SG CONJ INAN;MASC;NOM;PROPN;SG _
šlešćina je blisko přiwuzna z pólskej rěču , tak zo bu jako dialekt pólšćiny wot někotrych linguistikow wotwažowana .	šlešćina być blisko přiwuzny z pólski rěč , tak zo być jako dialekt pólšćina wot někotry linguistik wotwažowany .	FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADV ADJ;FEM;NOM;SG ADP ADJ;FEM;INS;SG FEM;INS;N;SG _ ADV CONJ 3;FIN;IND;PASS;PST;SG;V CONJ INAN;MASC;N;NOM;SG FEM;GEN;PROPN;SG ADP ANIM;DET;GEN;MASC;PL ANIM;GEN;MASC;N;PL ADJ;FEM;NOM;PASS;SG;V.PTCP _
při překročenju wupožčenskeho časa so wupožčer popłatnje napomina .	při překročenje wupožčenski čas so wupožčer popłatnje napominać .	ADP ESS;N;NEUT;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG ACC;PRO;REFL ANIM;MASC;N;NOM;SG ADV 3;FIN;IND;PRS;SG;V _
mróz a dešć běštej jeho wučerpałoj , tola wón so njepohnu .	mróz a dešć być wón wučerpać , tola wón so pohnuć .	INAN;MASC;N;NOM;SG CONJ INAN;MASC;N;NOM;SG 3;DU;FIN;IND;PST;V 3;ACC;MASC;NHUM;PRO;SG ACT;DU;PST;V;V.PTCP _ CONJ 3;MASC;NOM;PRO;SG ACC;PRO;REFL 3;FIN;IND;NEG;PST;SG;V _
rěčnicy šlešćiny su wužiwali pisać swoju rěč z pólskimi pismikami .	rěčnik šlešćina być wužiwać pisać swój rěč z pólski pismik .	ANIM;MASC;N;NOM;PL FEM;GEN;N;SG 3;FIN;IND;PL;PRS;V ACT;ANIM;MASC;PL;PST;V;V.PTCP NFIN;V ACC;DET;FEM;REFL;SG ACC;FEM;N;SG ADP ADJ;INS;NEUT;PL INAN;INS;MASC;N;PL _
wulke města na brjohu kaspiskeho morja su na přikład machačkala ( stolica dagestana ) a baku ( stolica azerbajdźana ) .	wulki město na brjóh kaspiski morjo być na přikład machačkala ( stolica dagestan ) a baku ( stolica azerbajdźan ) .	ADJ;NEUT;NOM;PL N;NEUT;NOM;PL ADP ESS;INAN;MASC;N;SG ADJ;GEN;NEUT;SG GEN;N;NEUT;SG 3;FIN;IND;PL;PRS;V ADP ACC;INAN;MASC;N;SG FEM;NOM;PROPN;SG _ FEM;N;NOM;SG GEN;INAN;MASC;PROPN;SG _ CONJ NEUT;NOM;PROPN;SG _ FEM;N;NOM;SG GEN;INAN;MASC;PROPN;SG _ _
małke , namódry běłe kćenja steja po jednym hač po třoch w kićach w rozporach .	małki , namódry běły kćenje stać po jedyn hač po tři w kić w rozpor .	ADJ;NEUT;NOM;PL _ ADV ADJ;NEUT;NOM;PL N;NEUT;NOM;PL 3;FIN;IND;PL;PRS;V ADP ESS;NEUT;NUM;SG CONJ ADP ESS;N;NEUT;PL ADP ESS;FEM;N;PL ADP ESS;INAN;MASC;N;PL _
we wikipediji namakaš encyklopediske artikle wo někajkej wěcy abo wosobje , něšto , štož njesłuša do słownika ; na druhim boku pak njenamakaš informaciju wo gramatice abo ortografiji ( wothladajo wot toho , zo so wuraz nadźijomnje korektnje piše a wužiwa ) .	w wikipedija namakać encyklopediski artikl wo někajki wěc abo wosoba , něšto , štož słušeć do słownik ; na druhi bok pak namakać informacija wo gramatika abo ortografija ( wothladać wot to , zo so wuraz nadźijomnje korektnje pisać a wužiwać ) .	ADP ESS;FEM;N;SG 2;FIN;IND;PRS;SG;V ACC;ADJ;INAN;MASC;PL ACC;INAN;MASC;N;PL ADP DET;ESS;FEM;SG ESS;FEM;N;SG CONJ ESS;FEM;N;SG _ ACC;NEUT;PRO;SG _ NEUT;NOM;PRO;SG 3;FIN;IND;NEG;PRS;SG;V ADP GEN;INAN;MASC;N;SG _ ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG CONJ 2;FIN;IND;NEG;PRS;SG;V ACC;FEM;N;SG ADP ESS;FEM;N;SG CONJ ESS;FEM;N;SG _ PRS;V;V.CVB ADP GEN;NEUT;PRO;SG _ CONJ ACC;PRO;REFL INAN;MASC;N;NOM;SG ADV ADV 3;FIN;IND;PRS;SG;V CONJ 3;FIN;IND;PRS;SG;V _ _
palasty buchu za kralow natwarjene , kotrež nic jenož reprezentaciji słužachu .	palast być za kral natwarjeny , kotryž nic jenož reprezentacija słužić .	INAN;MASC;N;NOM;PL 3;FIN;IND;PASS;PL;PST;V ADP ANIM;GEN;MASC;N;PL ADJ;NOM;PASS;PL;V.PTCP _ DET;NEUT;NOM;PL NEG;PART PART DAT;FEM;N;SG 3;FIN;IND;PL;PST;V _
tohodla so na druhe družiny , kaž na př . brjohowy winowc ( vitis riparia , němsce uferrebe ) , vitis rupestris , wapnowy winowc ( vitis berlandieri , němsce kalk - rebe ) a jich hybridy našćěpi .	tohodla so na druhi družina , kaž na přikład . brjohowy winowc ( vitis riparia , němsce uferrebe ) , vitis rupestris , wapnowy winowc ( vitis berlandieri , němsce kalk - rebe ) a jich hybrid našćěpić .	ADV ACC;PRO;REFL ADP ACC;ADJ;FEM;PL ACC;FEM;N;PL _ CONJ ADP ACC;INAN;MASC;N;SG _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ _ _ _ ADV _ _ _ _ _ _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ _ _ _ ADV _ _ _ _ CONJ 3;DET;PSSP ACC;INAN;MASC;N;PL 3;FIN;IND;PRS;SG;V _
w tajkich padach , hdyž wužiwar prawdźepodobnje skerje wěcownu informaciju pyta hač gramatisku ( na př . budyšin abo jakub bart - ćišinski ) , wotkazuje wikisłownik na wikipediju .	w tajki pad , hdyž wužiwar prawdźepodobnje skerje wěcowny informacija pytać hač gramatiski ( na přikład . budyšin abo jakub bart - ćišinski ) , wotkazować wikisłownik na wikipedija .	ADP DET;ESS;INAN;MASC;PL ESS;INAN;MASC;N;PL _ CONJ ANIM;MASC;N;NOM;SG ADV ADV ACC;ADJ;FEM;SG ACC;FEM;N;SG 3;FIN;IND;PRS;SG;V CONJ ACC;ADJ;FEM;SG _ ADP ACC;INAN;MASC;N;SG _ INAN;MASC;NOM;PROPN;SG CONJ ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG _ ANIM;MASC;NOM;PROPN;SG _ _ 3;FIN;IND;PRS;SG;V INAN;MASC;N;NOM;SG ADP ACC;FEM;N;SG _
njewólnicy , kotřiž za měšniskich wjerchow dźěłachu , dóstachu za to naturalije .	njewólnik , kotryž za měšniski wjerch dźěłać , dóstać za to naturalija .	ANIM;MASC;N;NOM;PL _ ANIM;MASC;N;NOM;PL ADP ACC;ADJ;ANIM;MASC;PL ACC;ANIM;MASC;N;PL 3;FIN;IND;PL;PST;V _ 3;FIN;IND;PL;PST;V ADP ACC;NEUT;PRO;SG ACC;FEM;N;PL _
za čas wosomdźesatlětneje wójny ( 1568 - 1648 ) přećiwo španiskej bu město woblěhowane .	za čas wosomdźesatlětny wójna ( 1568 - 1648 ) přećiwo španiska być město woblěhowany .	ADP ACC;INAN;MASC;N;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG _ NUM _ NUM _ ADP DAT;FEM;PROPN;SG 3;FIN;IND;PASS;PST;SG;V N;NEUT;NOM;SG ADJ;NEUT;NOM;PASS;SG;V.PTCP _
jeho knihownja je wuznamne žórło za stawizny mezopotamiskeje .	jeho knihownja być wuznamny žórło za stawizna mezopotamiska .	3;DET;PSSS FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADJ;NEUT;NOM;SG N;NEUT;NOM;SG ADP ACC;FEM;N;PL FEM;GEN;PROPN;SG _
dokelž ryby w zmysle kladistiki pak žadyn monofyletiski ( z zhromadneho pochada nastaty ) takson předstaja , wone buchu w coologiskej systematice často z pazorkomaj pisane ( " ryby " , " pisces " ) , zo by je z tym jako tak mjenowany parafyletiski takson zu poznamjenili .	dokelž ryba w zmysl kladistika pak žadyn monofyletiski ( z zhromadny pochad nastaty ) takson předstajić , wón być w coologiski systematika často z pazork pisany ( " ryba " , " pisces " ) , zo być wón z to jako tak mjenowany parafyletiski takson zu poznamjenić .	CONJ FEM;N;NOM;SG ADP ESS;INAN;MASC;N;SG FEM;GEN;N;SG CONJ DET;INAN;MASC;NOM;SG ADJ;MASC;NOM;SG _ ADP ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG ADJ;MASC;NOM;PASS;SG;V.PTCP _ INAN;MASC;N;NOM;SG 3;FIN;INAN;IND;MASC;PRS;SG;V _ 3;FEM;NOM;PL;PRO 3;FIN;IND;PASS;PL;PST;V ADP ADJ;ESS;FEM;SG ESS;FEM;N;SG ADV ADP DU;INAN;INS;MASC;N ADJ;FEM;NOM;PASS;PL;V.PTCP _ _ FEM;N;NOM;PL _ _ _ _ _ _ _ CONJ 3;COND;FIN;SG;V 3;ACC;FEM;PL;PRO ADP INS;NEUT;PRO;SG CONJ ADV ADJ;MASC;NOM;PASS;SG;V.PTCP ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ ACT;ANIM;MASC;PL;PST;V;V.PTCP _
wutrusowa sćěna wobsahuje sporopolenin , sporofyty tworja kutikulu .	wutrusowy sćěna wobsahować sporopolenin , sporofyt tworić kutikula .	ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ACC;INAN;MASC;N;SG _ INAN;MASC;N;NOM;PL 3;FIN;IND;PL;PRS;V ACC;FEM;N;SG _
w 280 paragrafach prawidłowaše aspekty ciwilneho prawa , chłostanske prawo a zarjadniske prawo .	w 280 paragraf prawidłować aspekt ciwilny prawo , chłostanski prawo a zarjadniski prawo .	ADP NUM ESS;INAN;MASC;N;PL 3;FIN;IND;PST;SG;V ACC;INAN;MASC;N;PL ADJ;GEN;NEUT;SG GEN;N;NEUT;SG _ ACC;ADJ;NEUT;SG ACC;N;NEUT;SG CONJ ACC;ADJ;NEUT;SG ACC;N;NEUT;SG _
jeje wobstatki so w čitarni , wot wědomostnych sobudźěłaćerjow instututa w dźěłowych rumnosćach , wužiwaja .	jeje wobstatk so w čitarnja , wot wědomostny sobudźěłaćer instutut w dźěłowy rumnosć , wužiwać .	3;DET;PSSS INAN;MASC;N;NOM;PL ACC;PRO;REFL ADP ESS;FEM;N;SG _ ADP ADJ;GEN;MASC;PL ANIM;GEN;MASC;N;PL GEN;INAN;MASC;N;SG ADP ADJ;ESS;FEM;PL ESS;FEM;N;PL _ 3;FIN;IND;PL;PRS;V _
epos wo tutym rjeku maja so za najstarši wobchowany literarny dokument čłowjestwa .	epos wo tutón rjek měć so za stary wobchowany literarny dokument čłowjestwo .	INAN;MASC;N;NOM;SG ADP ANIM;DET;ESS;MASC;SG ANIM;ESS;MASC;N;SG FIN;IND;PRS;SG;V ACC;PRO;REFL ADP ACC;ADJ;INAN;MASC;RL;SG ACC;ADJ;INAN;MASC;PASS;SG;V.PTCP ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG GEN;N;NEUT;SG _
na powjerchu zemje so nahromadźuje wodowe masy běžace dele - na př . rěčki a rěki - a stajace na wěstym niwowje - na př . jězory , morja , a oceany .	na powjerch zemja so nahromadźić wodowy masa běžacy dele - na přikład . rěčka a rěka - a stajacy na wěsty niwow - na přikład . jězor , morjo , a ocean .	ADP ESS;INAN;MASC;N;SG FEM;GEN;N;SG ACC;PRO;REFL 3;FIN;IND;PRS;SG;V ADJ;FEM;NOM;PL FEM;N;NOM;PL ACT;ADJ;FEM;NOM;PL;PRS;V.PTCP ADV _ ADP ACC;INAN;MASC;N;SG _ FEM;N;NOM;PL CONJ FEM;N;NOM;PL _ CONJ ACT;ADJ;FEM;NOM;PL;PRS;V.PTCP ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG _ ADP ACC;INAN;MASC;N;SG _ INAN;MASC;N;NOM;PL _ N;NEUT;NOM;PL _ CONJ INAN;MASC;N;NOM;PL _
jejkowe bańki zawostawaja w archegonijach a so tu wopłodźuja .	jejkowy bańki zawostawać w archegonija a so tu wopłodźować .	ADJ;FEM;NOM;PL ADJ;FEM;NOM;PL 3;FIN;IND;PL;PRS;V ADP ESS;FEM;N;PL CONJ ACC;PRO;REFL ADV 3;FIN;IND;PL;PRS;V _
wot srjedź 1990ych lět słušatej wjesce rowno a mułkecy ke gmejnje .	wot srjedź 1990y lěto słušeć wjeska rowno a mułkecy k gmejna .	ADP ADP ADJ;GEN;NEUT;PL GEN;N;NEUT;PL 3;DU;FIN;IND;PRS;V DU;FEM;N;NOM NEUT;NOM;PROPN;SG CONJ NOM;PROPN ADP DAT;FEM;N;SG _
wjedro na subkontinenće je prěnjorjadnje wot dešćoweho časa , monsuna , wotwisne .	wjedro na subkontinent być prěnjorjadnje wot dešćowy čas , monsun , wotwisny .	N;NEUT;NOM;SG ADP ESS;INAN;MASC;N;SG 3;FIN;IND;PRS;SG;V ADV ADP ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _ GEN;INAN;MASC;N;SG _ ADJ;NEUT;NOM;SG _
nimo " normalneje " woda eksistuje tež tak mjenowana " połćežka woda " , " ćežka woda " ( deuteriumowy oksid ) a " přećežka woda " ( tritiumowy oksid ) .	nimo " normalny " woda eksistować tež tak mjenowany " połćežki woda " , " ćežki woda " ( deuteriumowy oksid ) a " přećežki woda " ( tritiumowy oksid ) .	ADP _ ADJ;FEM;GEN;SG _ FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADV ADV ADJ;FEM;NOM;PASS;SG;V.PTCP _ ADJ;FEM;NOM;SG FEM;N;NOM;SG _ _ _ ADJ;FEM;NOM;SG FEM;N;NOM;SG _ _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ CONJ _ ADJ;FEM;NOM;SG FEM;N;NOM;SG _ _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ _
proporcija bokow so zachowuja .	proporcija bok so zachowywać .	FEM;N;NOM;SG GEN;INAN;MASC;N;PL ACC;PRO;REFL 3;FIN;IND;PRS;SG;V _
mnoholičbne dobywanja wjeźechu k hospodarskemu rozmachej .	mnoholičbny dobywanje wjesć k hospodarski rozmach .	ADJ;NEUT;NOM;PL N;NEUT;NOM;PL 3;FIN;IND;PL;PST;V ADP ADJ;DAT;MASC;SG DAT;INAN;MASC;N;SG _
tak wjele pozdźišo samo assyričenjo w swojich stawiznach wo sargonje rozprawichu .	tak wjele pozdźe samo assyričen w swój stawizna wo sargon rozprawić .	ADV ADV ADV;CMPR ADV ANIM;MASC;NOM;PL;PROPN ADP DET;ESS;FEM;PL;REFL ESS;FEM;N;PL ADP ANIM;ESS;MASC;PROPN;SG 3;FIN;IND;PL;PST;V _
litawska dźiwadźelnica edita niciūtė a režiser raimundas eimontas staj dwaj widejoklipaj z recitacijemi klemenowych basnjow nahrawałoj .	litawski dźiwadźelnica edita niciūtė a režiser raimundas eimontas być dwaj widejoklip z recitacija klemenowy baseń nahrawać .	ADJ;FEM;NOM;SG FEM;N;NOM;SG FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG CONJ ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG ANIM;MASC;NOM;PROPN;SG 3;DU;FIN;IND;PRS;V ACC;DU;NUM ACC;DU;INAN;MASC;N ADP FEM;INS;N;PL ADJ;FEM;GEN;PL FEM;GEN;N;PL ACT;DU;PST;V;V.PTCP _
njejsu žane archeologiske dokłady za tajke připućowanje .	być žadyn archeologiski dokład za tajki připućowanje .	3;FIN;IND;NEG;PL;PRS;V DET;INAN;MASC;NOM;PL ADJ;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL ADP ACC;DET;NEUT;SG ACC;N;NEUT;SG _
tutón přinošk ma so hišće přełožić .	tutón přinošk měć so hišće přełožić .	DET;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADV NFIN;V _
po gasche et al . ( 1998 , 7 ) je so tutón proces wšak hižo před padom babylona započał a zda so , zo to bě ze změnu hydrologiskeho systema w času knjejstwa samsuiluny zwjazane .	po gasche et al . ( 1998 , 7 ) być so tutón proces wšak hižo před pad babylon započeć a zdać so , zo to być z změna hydrologiski system w čas knjejstwo samsuiluna zwjazany .	ADP PROPN CONJ _ _ _ NUM _ NUM _ 3;FIN;IND;PRS;SG;V ACC;PRO;REFL DET;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ ADV ADP INAN;INS;MASC;N;SG GEN;INAN;MASC;PROPN;SG ACT;MASC;PST;SG;V;V.PTCP CONJ 3;FIN;IND;PRS;SG;V ACC;PRO;REFL _ CONJ NEUT;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADP FEM;INS;N;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG ADP ESS;INAN;MASC;N;SG GEN;N;NEUT;SG ANIM;GEN;MASC;PROPN;SG ADJ;NEUT;NOM;PASS;SG;V.PTCP _
nimo toho hesło nastawka so dyrbi z delnjeho kapitla " lisćina ekscelentnych nastawkow " wotstronić .	nimo to hesło nastawk so dyrbjeć z delni kapitl " lisćina ekscelentny nastawk " wotstronić .	ADP GEN;NEUT;PRO;SG N;NEUT;NOM;SG GEN;INAN;MASC;N;SG ACC;PRO;REFL 3;FIN;IND;PRS;SG;V ADP ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _ FEM;N;NOM;SG ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL _ NFIN;V _
lětstotki dołhe zasydlowanje a rozšěrjowanje najrozdźělnišich aramejskich kmjenow po cyłym płódnym měsačku činjachu aramejšćinu k nawodnej rěči bliskeho wuchoda .	lětstotk dołhi zasydlowanje a rozšěrjowanje rozdźělny aramejski kmjen po cyły płódny měsačk činić aramejšćina k nawodny rěč bliski wuchod .	ACC;INAN;MASC;N;PL ADJ;NEUT;NOM;SG N;NEUT;NOM;SG CONJ N;NEUT;NOM;SG ADJ;GEN;MASC;PL;RL ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL ADP ADJ;ESS;MASC;SG ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG 3;FIN;IND;PRS;SG;V ACC;FEM;N;SG ADP ADJ;DAT;FEM;SG DAT;FEM;N;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _
wón započina kónc meje při přibrjohu keraly w juhozapadźe indiskeje połkupy a ćehnje w běhu přichodneho połdra měsaca w sewjerowuchodnym směrje přez kraj .	wón započinać kónc mej při přibrjoh kerala w juhozapad indiski połkupa a ćahnyć w běh přichodny połdra měsac w sewjerowuchodny směr přez kraj .	3;MASC;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ACC;INAN;MASC;N;SG GEN;INAN;MASC;N;SG ADP ESS;INAN;MASC;N;SG FEM;GEN;PROPN;SG ADP ESS;INAN;MASC;N;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG CONJ 3;FIN;IND;PRS;SG;V ADP ESS;INAN;MASC;N;SG ADJ;GEN;MASC;SG NUM GEN;INAN;MASC;N;SG ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG ADP ACC;INAN;MASC;N;SG _
w zwjazkowych statach kaž w němskej su wažne institucije často we wšelakorych městach zasydlene .	w zwjazkowy stat kaž w němska być wažny institucija často w wšelakory město zasydleny .	ADP ADJ;ESS;INAN;MASC;PL ESS;INAN;MASC;N;PL CONJ ADP ESS;FEM;PROPN;SG 3;FIN;IND;PL;PRS;V ADJ;FEM;NOM;PL FEM;N;NOM;PL ADV ADP ADJ;ESS;NEUT;PL ESS;N;NEUT;PL ADJ;FEM;NOM;PASS;PL;V.PTCP _
9 . jednotliwym wotrjadam instituta móža so přiručne knihownje jako dołhodobne požćonki přewostajić .	9 . jednotliwy wotrjad institut móc so přiručny knihownja jako dołhodobny požćonk přewostajić .	NUM _ ADJ;DAT;MASC;PL DAT;INAN;MASC;N;PL GEN;INAN;MASC;N;SG 3;FIN;IND;PL;PRS;V ACC;PRO;REFL ADJ;FEM;NOM;PL FEM;N;NOM;PL CONJ ADJ;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL NFIN;V _
lětne wuběrkowe bibliografije spřistupnjeja so wot 50tych lět w lětopisu a wot 1996 w interneće .	lětny wuběrkowy bibliografija spřistupnjeć so wot 50ty lěto w lětopis a wot 1996 w internet .	ACC;ADJ;FEM;PL ACC;ADJ;FEM;PL ACC;FEM;N;PL 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADP ADJ;GEN;NEUT;PL GEN;N;NEUT;PL ADP ESS;INAN;MASC;N;SG CONJ ADP NUM ADP ESS;INAN;MASC;N;SG _
w snadnej měrje su so tež konje a wozy wužiwali .	w snadny měra być so tež kóń a wóz wužiwać .	ADP ADJ;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PL;PRS;V ACC;PRO;REFL ADV MASC;N;NHUM;NOM;PL CONJ INAN;MASC;N;NOM;PL ACT;MASC;PL;PST;V;V.PTCP _
druhdy zastupowany nahlad , bychu wjacore pochadowe linije rostlinow z algow eksistowali , bu hižo přez morfologiske studije jako njeprawdźepodobny spóznaty [ 4 ] , a so dźensa lědma wjace zastupuje a so tež přez molekularnobiologiske studije njepodeprěje . [ 6 ]	druhdy zastupowany nahlad , być wjacory pochadowy linija rostlina z alga eksistować , być hižo přez morfologiski studija jako prawdźepodobny spóznaty [ 4 ] , a so dźensa lědma wjele zastupować a so tež přez molekularnobiologiski studija podepřeć . [ 6 ]	ADV ADJ;MASC;NOM;PASS;SG;V.PTCP INAN;MASC;N;NOM;SG _ 3;COND;FIN;PL;V ADJ;FEM;NOM;PL ADJ;FEM;NOM;PL FEM;N;NOM;PL FEM;GEN;N;PL ADP FEM;GEN;N;PL ACT;FEM;PL;PST;V;V.PTCP _ 3;FIN;IND;PASS;PST;SG;V ADV ADP ACC;ADJ;FEM;PL ACC;FEM;N;PL CONJ ADJ;INAN;MASC;NOM;SG ADJ;MASC;NOM;PASS;SG;V.PTCP _ NUM _ _ CONJ ACC;PRO;REFL ADV ADV ADV;CMPR 3;FIN;IND;PRS;SG;V CONJ ACC;PRO;REFL ADV ADP ACC;ADJ;FEM;PL ACC;MASC;N;PL 3;FIN;IND;NEG;PRS;SG;V _ _ NUM _
druhdy so znamješka kombinowachu , zo bychu činitosće předstajili .	druhdy so znamješko kombinować , zo być činitosć předstajić .	ADV ACC;PRO;REFL N;NEUT;NOM;PL 3;FIN;IND;PL;PST;V _ CONJ 3;COND;FIN;PL;V ACC;FEM;N;PL ACT;NEUT;PL;PST;V;V.PTCP _
tutón ablawt najskerje dźe hižo na protoindoeuropsku prarěč a pokazuje hišće swoje wuskutki w najwjace indoeuropskich rěčach .	tutón ablawt skerje hić hižo na protoindoeuropski prarěč a pokazować hišće swój wuskutk w wjele indoeuropski rěč .	DET;INAN;MASC;NOM;SG INAN;MASC;N;NOM;SG ADV;RL 3;FIN;IND;PRS;SG;V ADV ADP ACC;ADJ;FEM;SG ACC;FEM;N;SG CONJ 3;FIN;IND;PRS;SG;V ADV ACC;DET;INAN;MASC;PL;REFL ACC;INAN;MASC;N;PL ADP ADV;RL ADJ;ESS;FEM;PL ESS;FEM;N;PL _
